SISN,IMAGE,REF_ADD,REF_FILE,REF_CREATOR,SCALE,CLASS,TITLE,DATECR,SCOPE,CREATOR,PHDESC,GMD,REST,CONT,AOCONT,NOTES,STATUS,WEBL,OPENDATE,BNOTE:BARCODE:BDISPLAY,,
1026462,,RG 1-429-7,,,"1:15,840",,421822,1978,Flight Line : 4206 ; Roll : 78-0225 ; Photo(s) : 84-89,,6 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421822 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00018, barcode B821615.",,Y,," :""B863215"":""Y"":",,
1026463,,RG 1-429-7,,,"1:15,840",,421822,1978,Flight Line : 4207 ; Roll : 78-0228 ; Photo(s) : 245-252,,8 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421822 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00018, barcode B821615.",,Y,," :""B863215"":""Y"":",,
1026464,,RG 1-429-7,,,"1:15,840",,421822,1978,Flight Line : 4208 ; Roll : 78-0225 ; Photo(s) : 195-204,,10 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421822 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00018, barcode B821615.",,Y,," :""B863215"":""Y"":",,
1026465,,RG 1-429-7,,,"1:15,840",,421822,1978,Flight Line : 4209 ; Roll : 78-0174 ; Photo(s) : 28-39,,12 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421822 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00018, barcode B821615.",,Y,," :""B863215"":""Y"":",,
1026466,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4200 ; Roll : 56-0003 ; Photo(s) : 239-243,,5 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026467,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4201 ; Roll : 56-0003 ; Photo(s) : 204-219,,16 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026468,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4202 ; Roll : 56-0003 ; Photo(s) : 164-178,,15 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026469,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4203 ; Roll : 56-0003 ; Photo(s) : 120-135,,16 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026470,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4204 ; Roll : 56-0003 ; Photo(s) : 74-88,,15 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026471,,RG 1-429-7,,,"1:15,840",,421823,1956,Flight Line : 4205 ; Roll : 56-0003 ; Photo(s) : 26-40,,15 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1956, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026472,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4201 ; Roll : 1-72-0017 ; Photo(s) : 142-150,,9 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026473,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4202 ; Roll : 1-72-0017 ; Photo(s) : 108-122,,15 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026474,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4203 ; Roll : 1-72-0017 ; Photo(s) : 68-81,,14 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026475,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4204 ; Roll : 1-72-0034 ; Photo(s) : 33,,1 photograph : black and white print,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026476,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4204 ; Roll : 1-72-0017 ; Photo(s) : 26-40,,15 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026477,,RG 1-429-7,,,"1:15,840",,421823,1972,Flight Line : 4205 ; Roll : 1-72-0034 ; Photo(s) : 63-76,,10 photographs : black and white prints,,,FRI-0001,,"Index Map Note : The docket index map, for docket number 421823 for the year 1972, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614. ; Area 11",,Y,," :""B863215"":""Y"":",,
1026478,,RG 1-429-7,,,"1:15,840",,421823,1978,Flight Line : 4201 ; Roll : 78-0257 ; Photo(s) : 93-99,,7 photographs : black and white prints,,,FRI-0002,,"Index Map Note : The docket index map, for docket number 421823 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614.",,Y,," :""B863216"":""Y"":",,
1026479,,RG 1-429-7,,,"1:15,840",,421823,1978,Flight Line : 4202 ; Roll : 78-0257 ; Photo(s) : 79-90,,12 photographs : black and white prints,,,FRI-0002,,"Index Map Note : The docket index map, for docket number 421823 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614.",,Y,," :""B863216"":""Y"":",,
1026480,,RG 1-429-7,,,"1:15,840",,421823,1978,Flight Line : 4203 ; Roll : 78-0257 ; Photo(s) : 49-63,,15 photographs : black and white prints,,,FRI-0002,,"Index Map Note : The docket index map, for docket number 421823 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614.",,Y,," :""B863216"":""Y"":",,
1026481,,RG 1-429-7,,,"1:15,840",,421823,1978,Flight Line : 4204 ; Roll : 78-0257 ; Photo(s) : 35-44,,10 photographs : black and white prints,,,FRI-0002,,"Index Map Note : The docket index map, for docket number 421823 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614.",,Y,," :""B863216"":""Y"":",,
1026482,,RG 1-429-7,,,"1:15,840",,421823,1978,Flight Line : 4203 ; Roll : 78-0225 ; Photo(s) : 236-247,,12 photographs : black and white prints,,,FRI-0002,,"Index Map Note : The docket index map, for docket number 421823 for the year 1978, originally located within this file, has been separated to sub-series RG 1-429-10, container SDM-00019, barcode B821614.",,Y,," :""B863216"":""Y"":",,
